text,label
Она не опупела?,4
Она не маялась?,2
Она оплакала!,1
Она не волновала!,4
Она цвела!,0
Содрогайся!,3
Процветай?,0
Выстрадай?,1
Она не туманилась?,2
Не перепугайся?,2
Она не умаяла.,0
Расстраивай.,1
Не стервеней!,4
Она удивила?,2
Она позлорадствовала!,4
Она злорадствовала?,4
Опупей?,2
Она не взбеленила!,0
Она не перевернула?,2
Она ободрилась!,0
Она не вытерпела?,2
Она восторгала!,0
Она ранила?,2
Не убей!,3
Она не разъярилась!,2
Не огорчайся?,2
Окрысься?,4
Не вспыли?,2
Она не изнывала.,0
Она изнуряла.,1
Не прискучь!,4
Не хмурься?,2
Она надулась?,2
Она не потрясла!,4
Она болела?,2
Она не просияла.,1
Не промайся!,0
Не сохни!,0
Она обозлилась.,4
Рассердись.,4
Мечтай!,0
Она не смутилась.,0
Она не поплакала!,0
Не обижайся!,0
Она разозлила.,4
Не приунывай!,0
Она приободрилась?,0
Она разгневала.,4
Она не подступала.,3
Она насыщалась!,0
Озлобляйся!,4
Не удовлетворяй!,4
Люби?,2
Она озлилась!,4
Обижайся.,1
Она не нарадовалась.,0
Опьяней?,2
Напугайся?,3
Не негодуй.,0
Она изводилась!,1
Не дави.,1
Рассмейся?,0
Она обожглась?,3
Не перенервничай?,2
Тужи!,1
Она посмеялась.,0
Она проплакала!,1
Не освежай?,2
Она не терзалась?,0
Она не развлекла?,1
Она не взъярилась!,2
Она погрустила.,1
Изнуряй?,1
Она освежилась?,2
Не ужасни?,2
Не приободрись?,2
Она разозлилась?,4
Возмути.,4
Она не возмутила?,2
Не волнуйся.,0
Она не прискучила.,0
Она сожалела!,1
Не упивайся.,1
Она не раздражилась.,0
Она не пьянела!,4
Опостылей.,1
Не взорвись!,4
Она сдрейфила?,3
Она не утомила!,0
Она не злорадствовала!,0
Не помрачись?,2
Не грусти!,0
Не светись.,1
Она раздосадовала?,4
Сникай?,1
Подиви!,2
Не рыдай!,4
Она не ободрилась?,1
Трепещи?,3
Прогневай?,4
Не удовлетворяйся.,1
Не омрачайся!,0
Не пригорюнься?,2
Страши.,3
Она не злорадствовала.,0
Не восхитись?,2
Она не подбодрилась.,0
Воскрешай?,2
Она не восторгала?,2
Она приуныла.,1
Она рассвирепела!,4
Воскресни?,2
Она боялась.,3
Сникни?,1
Она удручила!,1
Она не посетовала.,0
Не помрачайся.,0
Она устрашалась!,3
Она не волновала?,2
Пугайся?,3
Не отчаивайся!,0
Проплачь!,1
Она не леденила?,2
Она разволновала?,3
Не рань!,3
Не погрустней?,0
Настрадайся!,1
Она не опечалилась.,0
Не стесняйся?,2
Она не намучилась!,4
Она улыбнулась?,0
Переволнуйся?,3
Она омрачала?,1
Она не предвкушала.,1
Она изумила.,2
Не льсти.,4
Она не переволновала?,2
Она не трепетала.,1
Она исстрадалась?,1
Окрыли!,0
Она подшучивала!,0
Она смутилась.,1
Она обалдела?,2
Устыдись!,4
Она не дивилась!,4
Позабавься?,0
Огорчайся?,1
Она не разъярилась?,3
Она дрожала!,3
Досадуй!,1
Она не расстраивала.,0
Сникни.,1
Она удовлетворялась.,0
Она не раздавила?,2
Смущай.,3
Она убоялась.,3
Она озлобилась.,4
Расстраивай?,1
Сломись!,4
Она трепетала!,3
Она дивила!,2
Она пугалась?,3
Она вознегодовала?,4
Она предвкушала?,0
Надоедай?,1
Не возрыдай?,2
Она не выматывала!,0
Не сникни.,0
Она не насытилась.,1
Она не изнемогла!,0
Она страдала?,1
Она не плакала.,0
Взорвись!,4
Она нервировала.,3
Развлекись.,0
Торжествуй.,0
Она не умаивала.,0
Она сломила.,1
Гнети.,4
Она не насладилась.,1
Она изумляла.,2
Она не прогневала!,0
Она не прогневалась.,0
Не омрачи!,4
Она гнела.,4
Тревожься?,3
Она подступала?,2
Она не вымотала?,2
Измочаль.,4
Она обмирала.,1
Она не погоревала!,0
Она переутомляла?,2
Она не насладилась?,1
Обеспокойся?,3
Не пугай?,2
Не взгрустни.,0
Взорвись.,4
Сторонись?,3
Она не изумляла.,1
Она не раздразнила?,2
Она не наслаждалась!,1
Сдрейфи?,3
Не осердись.,3
Она не напугалась?,2
Она не изумила!,1
Не взбодрись!,1
Паникуй?,3
Она омрачалась.,1
Не поражай!,1
Она обрадовала?,0
Не восторгайся?,1
Она сторонилась.,3
Она не расстроилась?,0
Травмируй?,4
Не конфузься?,2
Не просияй!,1
Не взъярись.,3
Не унывай?,2
Перетревожь.,3
Не угнетай?,2
Она возмущалась?,4
Она разочаровала.,1
Удовлетворяйся.,0
Она расстроилась!,1
Она развлеклась?,0
Она воскрешала?,2
Взбеленись?,4
Она не замучилась!,0
Она сломила!,0
Она вытерпела?,2
Разъяри!,4
Не озлись!,3
Не раздразни.,3
Уважай?,2
Не омрачай.,0
Она воодушевилась?,0
Переутоми.,1
Застращай!,3
Не отчайся?,2
Она не мучила!,0
Ободрись.,0
Не домучься.,0
Не обеспокой?,2
Она переутомила!,4
Она раздражала.,4
Она не переживала?,2
Она бесилась?,4
Она подавила?,4
Она не скорбела.,0
Не опьяней!,4
Она не порадовалась?,1
Она смущала?,3
Она не огорчала?,2
Она не изныла?,2
Она сникла!,1
Кисни!,1
Она погневалась!,4
Она перетрусила?,3
Опечалься!,1
Не намучься.,0
Она не обрадовала.,1
Рассерди.,4
Она не исстрадалась!,4
Не изнемоги?,2
Приободрись.,0
Не обрадуйся.,1
Не дуйся!,0
Не удовлетворяй?,1
Не позабавься!,1
Она взъярилась!,4
Она не развлекалась?,1
Она мучилась?,1
Она подавляла.,4
Она не пугала?,2
Она улыбалась!,0
Она не веселилась?,1
Она не невзлюбила!,0
Она не омрачила!,0
Не окрылись!,1
Она тужила?,1
Она не изнемогла.,0
Она пугалась!,3
Казнись?,2
Не казнись.,0
Она не помрачилась!,2
Она не намыкалась?,2
Она не сохла!,4
Она не взгрустнула!,0
Развлекайся!,0
Она окрысилась?,4
Она воодушевилась.,0
Удовлетворяйся?,0
Насмехайся!,0
Она поникла.,1
Не помрачи.,0
Не опечаль?,2
Она не опостылела.,0
Предвкушай?,0
Она не посмеивалась?,2
Освежи.,0
Она прогневалась.,4
Она возмутилась.,4
Она не испугала.,0
Наскучивай?,2
Она трепетала.,3
Она не прослезилась!,2
Она раздражила!,4
Она сторонилась!,3
Не забойся?,2
Не рыдай?,2
Она побоялась.,3
Она не истерзалась!,0
Наслаждайся?,0
Она не затравила?,2
Она не обожала!,1
Она огорчалась!,1
Она не убоялась.,0
Она не обеспокоила.,0
Не наскучивай.,4
Она заскучала!,1
Оживи?,2
Она не интересовалась!,1
Она затосковала.,1
Не потоскуй!,0
Она разозлилась!,4
Тревожь!,3
Она переболела?,2
Она не покаялась!,4
Она не оживила?,2
Она не трусила?,2
Она не нарадовалась?,2
Не хихикай.,1
Она улыбнулась!,0
Погорюй.,1
Она жалела.,1
Она озлобляла!,4
Не тяготи!,4
Она не взорвалась!,4
Она промаялась.,1
Она не удивила?,2
Разочаруйся?,1
Она перевернула?,2
Она не интересовалась?,2
Она не убила?,2
Она не резвилась!,1
Она не воодушевилась?,1
Она не насытилась!,4
Она омрачила.,1
Не развлекайся?,2
Освещай?,2
Невзлюби?,4
Не погорюй?,2
Не пошути!,1
Она рассмеялась?,0
Она напугала?,3
Она не содрогалась?,2
Дави!,4
Омрачи?,1
Она не злобствовала!,0
Она перетрусила!,3
Озли.,4
Волнуй.,3
Она не поднимала!,4
Она устыдилась!,4
Паникуй!,3
Она не насытилась?,2
Негодуй.,4
Она не изматывала?,2
Она не развлекла.,1
Не горюй?,0
Не тоскуй!,0
Она не восхитила.,1
Она окрылила.,0
Помрачай?,1
Она не тряслась!,0
Она переболела!,0
Она не сожалела.,0
Она поражала?,2
Она не ранила.,0
Она не отчаивалась.,0
Она удовлетворялась?,0
Она осточертела.,4
Она не приободрялась.,1
Не позли?,2
Удовлетворяй!,0
Она не рассмеялась.,1
Посетуй.,1
Не обожай!,4
Она смеялась!,0
Она позлилась?,4
Не огорчи?,2
Она не разозлилась.,0
Она оживила!,0
Опечалься?,1
Освежи!,0
Не растревоживай.,3
Она фыркала!,4
Она не сосала?,2
Она фыркала.,4
Она не потрясала.,1
Не наскучь?,2
Она гневалась.,4
Она не прогневалась?,3
Не поплачь?,2
Не тушуйся?,0
Не взбесись?,2
Она не натерпелась?,4
Побойся.,3
Не подступай!,4
Она хлебнула?,2
Она маялась!,1
Отчайся.,1
Она подбодрилась?,0
Не возрыдай!,0
Не хандри.,0
Выматывай?,1
Не дрейфи?,2
Не встревожь?,2
Она не льстила?,2
Она не взвыла.,0
Она поразилась.,2
Заскучай?,1
Не захватывай!,4
Она освежила!,0
Она терпела?,2
Отчаивайся.,1
Не взвой.,4
Не томись.,0
Она возмущалась.,4
Не разгневай.,3
Изумляй!,2
Не переутомляй!,4
Насладись?,0
Не балдей.,1
Не струси.,0
Она конфузилась.,3
Не изводись.,0
Она не устрашала?,2
Она не льстила!,4
Она подружилась.,0
Она воскресла?,2
Она хандрила.,1
Она поразилась!,2
Не ярись!,3
Она окрылилась!,0
Она злорадствовала.,4
Она развеселила.,0
Она не казнилась.,0
Она не рассмешила?,2
Сокруши!,4
Не помрачи?,2
Она измотала!,4
Оплакивай?,1
Изнемоги?,1
Она не сломилась!,0
Не возмути.,0
Она не порадовала!,1
Она не удивилась.,1
Посмейся?,0
Не огорчись?,2
Не плавай!,4
Она взбодрилась!,0
Она не изнурила?,2
Она пьянела?,2
Не перепугай!,4
Дрейфи.,3
Она не истерзалась?,2
Она не томилась?,0
Она приунывала?,1
Она удивлялась!,2
Она приободрилась.,0
Напугай?,3
Не досадуй!,0
Она озлобила?,4
Она недоумевала!,2
Не опечаль.,0
Она разъярилась?,4
Льсти!,0
Восхити!,0
Она посмеивалась!,0
Озлобься?,4
Она рассердила!,4
Она загрустила!,1
Не развеселись.,1
Обалдей?,2
Не истерзайся!,4
Она намучилась.,1
Печаль?,1
Поражай.,2
Не ободрись.,1
Она поверила!,2
Изматывай.,1
Она не тушевалась.,0
Перенервничай!,3
Подави!,4
Побаивайся?,3
Злобься?,4
Переверни!,4
Она расцветала.,0
Раздразни.,0
Не радуйся.,1
Не замучивайся!,0
Не угрюмей?,2
Не устрашись?,2
Она поплакала!,1
Взвой!,1
Ошеломи?,2
Она замучилась.,1
Она изнурила.,1
Не нервируй!,4
Она нервировала?,3
Она изумляла!,3
Не отчаивайся.,0
Она не отчаялась.,0
Не тужи.,0
Она раздражила.,4
Не освежись?,2
Не прослезись?,2
Она не смущалась.,0
Она насмехалась.,0
Она торжествовала?,0
Не ободрись?,1
Она не воскресла!,1
Она не подружилась?,2
Разобидься!,4
Не возрадуйся!,1
Она не бесилась?,2
Она не огорчалась.,0
Взбеленись.,4
Струси.,3
Не разнервничайся?,2
Озлобься.,4
Раздражайся.,4
Не серди!,3
Она запугивала?,3
Она радовалась?,0
Она взбесила?,4
Не встревожь!,4
Она не пугалась?,2
Не стращай?,2
Она не угнетала!,4
Не унывай!,0
Не удовлетворяй.,1
Не домучься!,4
Раздражи!,4
Она стеснялась?,2
Она не огорчила.,0
Она не развлекала?,2
Не сникай!,0
Не изнемогай.,0
Сожалей.,1
Не расцвети?,2
Восторгай?,0
Она не раздражила!,4
Не негодуй!,4
Не ужаснись.,0
Не повеселись.,1
Воскрешай!,0
Леденей!,4
Не посмеивайся!,1
Не печалься?,2
Она вытерпела!,0
Не интересуйся.,1
Она ликовала.,0
Смущайся!,3
Сконфузься?,3
Не злобься!,4
Она убивала.,4
Она развлекла?,2
Она не огорчала!,0
Угнетай?,2
Не беспокойся!,0
Она ужаснулась?,3
Не помрачись.,0
Поразись!,0
Не злобствуй!,4
Восторгай!,0
Она прискучила?,2
Она не беспокоила?,2
Она испугала!,3
Она не сникала!,0
Она не удовлетворилась!,1
Не переболей.,4
Порази!,2
Она не утомилась!,4
Она воспрянула?,0
Она не возмутилась!,4
Не сердись.,0
Воодушевись!,0
Не развлеки?,2
Она не прослезилась.,0
Она не любовалась.,1
Она наскучивала!,4
Она не омрачала.,0
Она не устрашилась.,0
Утомись?,2
Подшучивай.,0
Перетрусь!,3
Поникни?,1
Она не разгневала!,0
Она дрейфила?,3
Не обижайся.,0
Она не удовлетворяла.,1
Она не радовала?,1
Она истомилась.,1
Она угнетала!,1
Приунывай?,1
Не терзайся.,0
Она не уважала?,2
Не удовольствуйся.,1
Она не удовлетворилась?,2
Обижайся!,1
Осточертей.,4
Она не развлекалась!,1
Погрусти?,1
Не упивайся!,4
Она унывала.,1
Она приуныла!,1
Она не взбодрилась?,1
Она сокрушалась!,1
Она не улыбнулась!,1
Не фыркай!,4
Она потрясала?,2
Не испугайся!,4
Не воспрянь.,1
Она ужасалась.,3
Она обеспокоилась.,3
Не беси?,2
Она встряхнулась.,0
Она намыкалась.,4
Не изумись!,4
Не тревожься.,0
Не окрыли!,4
Не печалься.,0
Она поднимала?,2
Она тревожилась!,3
Она удручала.,1
Она раздосадовалась?,1
Она содрогалась?,2
Недоумевай.,2
Она затравила?,2
Она позлилась.,4
Истомись!,1
Она поражалась?,2
Она не загрустила!,0
Мучь?,1
Она не освежила?,2
Она не подивила!,4
Не страши!,4
Измайся.,1
Поплачь.,1
Она не переболела.,1
Не взбелени!,4
Она не подбодрилась!,1
Не разобидься.,4
Она не фыркала!,4
Не рассмейся?,2
Не беспокой?,2
Она не надулась!,0
Она унывала?,1
Не хмурься!,0
Она изнемогала!,1
Не жалей!,0
Она проклинала!,4
Она устрашала.,3
Она не точила?,2
Она не разъярила!,4
Позли!,4
Не натерпись?,2
Не вдохновляйся.,1
Не радуйся!,1
Освежись!,0
Труси!,3
Устрашайся?,3
Опечаливай.,1
Она взгрустнула?,1
Не воодушевись?,2
Погрусти!,1
Она не испугала!,0
Она не встревожила?,2
Она замучивалась.,1
Переутоми?,2
Она восхищала!,0
Она не возрадовалась?,1
Не опупей.,4
Не улыбнись?,2
Светись?,2
Убойся?,3
Она цвела.,0
Не насладись.,1
Не улыбнись!,1
Не смейся!,4
Она не раздражилась?,3
Презирай!,4
Она взорвалась.,4
Проклинай.,4
Не восторгайся!,1
Она не страдала.,0
Она скисла!,1
Наскучь?,2
Она не хмурилась?,2
Она не захандрила!,0
Не хандри!,0
Беспокой.,3
Подбодрись?,0
Она огорчилась.,1
Не недоумевай?,4
Возмути!,4
Она расстроила!,1
Она сосала!,2
Она расстроила?,1
Она струсила.,3
Улыбайся?,0
Она не перепугалась!,0
Разгневайся.,4
Не светись!,1
Не предвкушай!,4
Она скисала.,1
Она дулась?,1
Не шантажируй?,2
Она обозлила!,4
Злобствуй?,4
Она прослезилась.,1
Она не порадовалась!,4
Не переболей?,4
Злобься!,4
Грусти?,1
Она не хихикала!,1
Ужасни?,3
Она сникла?,1
Она обожглась!,3
Она не подивилась!,2
Она настрадалась?,1
Она измучилась.,1
Убивайся.,1
Не радуй?,1
Не злобься?,2
Не ненавидь?,1
Она сдрейфила!,3
Она изумлялась.,2
Она не удовлетворилась.,1
Она омрачалась!,1
Не подшучивай?,2
Побойся?,3
Она не удивляла?,2
Она не струхнула!,0
Она не расстраивала?,2
Не освежись!,1
Она не заскучала?,2
Она переутомляла!,4
Не надоешь!,2
Сломи!,4
Не испугай?,2
Она изнывала.,1
Она намыкалась!,4
Не веселись!,1
Она не погрустила?,1
Не воодушевись!,1
Веселись!,0
Переутомляй.,1
Разозли?,4
Она не сдрейфила?,2
Сокруши.,4
Не утомись.,0
Она не помрачалась.,0
Она не сникла!,0
Не возликуй!,1
Выматывай!,4
Она не озлобилась?,3
Опупей!,2
Плачь?,1
Она не помрачалась?,2
Не подружись!,4
Не услаждайся.,1
Она поразила!,2
Она соскучилась!,1
Не измочаливай!,4
Она проплакала?,1
Дуйся?,2
Она замучивалась!,1
Встряхнись.,0
Не омрачайся.,0
Она не домучилась?,4
Помучься?,1
Она не отчаивалась?,0
Она бесила.,4
Улыбнись.,0
Серчай.,4
Не развеселись!,1
Она убоялась!,3
Она не подступала?,3
Она не сердила?,2
Ненавидь!,4
Не оживи?,2
Она смущала.,3
Она отпугивала!,3
Она не опостылела!,4
Она не опечалилась?,1
Не воскреси?,2
Не покайся?,2
Она страшила.,3
Она взволновала!,0
Она освежалась!,0
Она не надулась?,2
Не развлекись!,4
Она не понравилась.,1
Она хмурилась!,4
Тоскуй.,1
Она не воодушевилась!,1
Она не ужаснула!,0
Она ярилась!,4
Она не расцвела.,1
Она хихикала!,0
Она удручила?,1
Умаивай!,1
Невзлюби.,4
Она удивлялась?,2
Она повеселилась!,0
Она изумилась!,2
Она не обрадовалась.,1
Она беспокоилась!,3
Помучься!,4
Она изнемогала.,1
Не расстраивай.,1
Она возненавидела?,3
Не разволнуй?,2
Она потрясала.,2
Она прискучивала!,1
Она не побаивалась.,0
Не затоскуй?,0
Оживи!,0
Она не насыщалась.,4
Она не забоялась!,0
Она вымотала.,1
Она порадовала?,0
Она страшилась!,3
Не радуйся?,1
Стесняйся.,3
Она шантажировала!,3
Не взбеси!,4
Она прискучивала.,1
Она не веселилась.,1
Сникни!,1
Не переволнуйся!,4
Она не пошутила.,1
Она не озлилась?,3
Не восхищайся.,1
Не скорби.,0
Она возмутилась?,2
Она не гнела!,4
Она изнемогала?,1
Она рассердилась!,4
Не выстрадай?,2
Встряхнись!,0
Фыркай?,2
Порадуй!,0
Она надивилась!,2
Смущайся.,3
Она перетерпела.,1
Не терпи?,4
Она веселила?,0
Не порадуй?,1
Она разочаровалась?,1
Изведись?,1
Она перетрусила.,3
Сдрейфи.,3
Она не повеселела!,1
Разнервничайся!,3
Не насладись?,1
Ликуй.,0
Она не беспокоила!,4
Не оживи!,4
Она не разозлила!,4
Не забеспокойся?,2
Она изматывала.,1
Не разъярись.,3
Не горюй.,0
Шантажируй!,4
Пригорюнься?,1
Она не процветала.,1
Вымотай?,2
Она не улыбалась.,1
Не взволнуй?,2
Она казнилась.,1
Сконфузься!,3
Не порадуйся?,2
Не скисай!,0
Не угнетай!,4
Не остолбеней.,4
Не намучься!,4
Не перепугай?,2
Не огорчись.,0
Она не надивилась?,2
Она не рассмешила!,1
Она не давила?,2
Не обидь!,4
Она не балдела?,1
Она фыркала?,0
Не воскреси!,3
Поощряй.,0
Смущай!,0
Бесись.,4
Обидься!,1
Не мечтай?,4
Раздражи?,4
Не рассердись?,2
Выматывай.,1
Изнервничайся!,3
Жги?,0
Не истерзайся?,2
Обалдей.,2
Она не обрадовала?,1
Она не измочалила.,1
Не удовлетворяйся!,1
Восхищай!,0
Она топала!,4
Она раздавила!,0
Она не замучилась?,1
Она не взбесилась!,4
Не возненавидь.,0
Обрадуйся!,0
Не огорчай!,0
Она развлекала.,0
Не скисни!,0
Она не опупела!,4
Зли.,0
Не смейся?,2
Озлобляй!,4
Она не прогневала?,2
Она раздразнивала!,0
Захватывай!,0
Она не струхнула?,2
Она встревожила?,3
Смейся?,0
Не разволнуй.,3
Замучивайся!,1
Она поволновалась!,3
Пугай.,3
Она угрюмела.,1
Она взорвалась!,2
Рассмеши.,0
Она не стервенела?,2
Не сторонись?,2
Она горевала?,1
Процветай!,0
Она не ошеломила!,4
Она рыдала!,1
Она хихикала.,0
Злобствуй!,4
Расцветай?,2
Она не изнемогала.,0
Огорчай.,1
Она дрейфила.,3
Покайся?,4
Не омрачи.,0
Восхищай.,0
Злорадствуй?,4
Не хлебни!,4
Майся?,4
Не рыдай.,4
Она не злорадствовала?,2
Затоскуй?,1
Ободряйся.,0
Она не натерпелась.,4
Злись?,4
Не ярись?,4
Возмутись?,4
Не омрачай!,4
Она не перевернула!,0
Не изнервничайся.,4
Она негодовала!,4
Озлобляй.,4
Не истоскуйся!,0
Она цвела?,2
Не возрадуйся?,2
Она смущалась!,3
